ISO 639-3	Language	Dialect	Genetics	Source	#Speakers	Method	Quantity	Harmony?	#Vowels	Structure	#Peripheral	#Non-peripheral	V1OS	V1PS	V1F1	V1F2	V1F3	V1F4	V2OS	V2PS	V2F1	V2F2	V2F3	V2F4	V3OS	V3PS	V3F1	V3F2	V3F3	V3F4	V4OS	V4PS	V4F1	V4F2	V4F3	V4F4	V5OS	V5PS	V5F1	V5F2	V5F3	V5F4	V6OS	V6PS	V6F1	V6F2	V6F3	V6F4	V7OS	V7PS	V7F1	V7F2	V7F3	V7F4	V8OS	V8PS	V8F1	V8F2	V8F3	V8F4	V9OS	V9PS	V9F1	V9F2	V9F3	V9F4	V10OS	V10PS	V10F1	V10F2	V10F3	V10F4	V11OS	V11PS	V11F1	V11F2	V11F3	V11F4	V12OS	V12PS	V12F1	V12F2	V12F3	V12F4	V13OS	V13PS	V13F1	V13F2	V13F3	V13F4	V14OS	V14PS	V14F1	V14F2	V14F3	V14F4		F1Centroid	F1CentroidPosition	F1UCA	F2Centroid	F2CentroidPosition	F2UCA
cat	Catalan	Rossellones	IndoEuropean>Italic>Romance>ItaloWestern>Western>GalloIberian>IberoRomance>EastIberian	Recasens, D., Espinosa, A. (2009) Dispersion and variability in Catalan five and six peripheral vowel systems. Sp. Comm. 51:240-258	4	Meaningful sentence	Uniform	No	5	5S0	5	0	i		288	2124	2853		e̞		487	1803	2447		a		640	1335	2277		o̞		505	1029	2295		u		326	878	2401																																																									449.2	0.457954545454545	425.632	1433.8	0.446067415730337	1365.186
cat	Catalan	Gironi	IndoEuropean>Italic>Romance>ItaloWestern>Western>GalloIberian>IberoRomance>EastIberian	Recasens, D., Espinosa, A. (2009) Dispersion and variability in Catalan five and six peripheral vowel systems. Sp. Comm. 51:240-258	5	Meaningful sentence	Uniform	No	6	6L0	6	0	i		343	2213	2776		 e		438	1981	2656		ɛ		566	1822	2609		a		702	1429	2494		o̞		508	1102	2352		u		387	966	2451																																																			490.666666666667	0.411327762302693	483.369	1585.5	0.496792301523657	1453.577
cat	Catalan	Felanitxer	IndoEuropean>Italic>Romance>ItaloWestern>Western>GalloIberian>IberoRomance>EastIberian	Recasens, D., Espinosa, A. (2009) Dispersion and variability in Catalan five and six peripheral vowel systems. Sp. Comm. 51:240-258	2	Meaningful sentence	Uniform	No	7	6R1	6	1	i		328	2249	2708		e̞		508	1893	2556		a		723	1418	2401		ɔ		670	1113	2281		o		564	991	2264		u		378	813	2361		ə		534	1408	2460																																													529.285714285714	0.509584086799277	482.445	1412.14285714286	0.417230401910068	1374.476
cat	Catalan	Eastern	IndoEuropean>Italic>Romance>ItaloWestern>Western>GalloIberian>IberoRomance>EastIberian	Recasens i Vives, D. (1986). Estudis de fonetica experimental del Catala Oriental Central. Publicacions de l'Abadia de Montserrat.	6	Isolation	Uniform	No	7	7S0	7	0	i		245	2273	3101	3593	e		362	2161	2755	3557	ɛ		543	2045	2688	3598	a		860	1344	2619	3660	ɔ		634	863	2688	3522	o		422	717	2701	3441	u		268	633	2626	3446																																												476.285714285714	0.376074332171893	485.465	1433.71428571429	0.488240418118467	1274.24
cat	Catalan	Eastern	IndoEuropean>Italic>Romance>ItaloWestern>Western>GalloIberian>IberoRomance>EastIberian	Recasens i Vives, D. (1986). Estudis de fonetica experimental del Catala Oriental Central. Publicacions de l'Abadia de Montserrat.	6	Carrier sentence	Uniform	No	7	7S0	7	0	i		259	2212	2642	3581	e		367	1996	2543	3551	ɛ		570	1852	2542	3631	a		713	1498	2445	3743	ɔ		610	1111	2362	3303	o		424	1005	2318	3345	u		287	892	2279	3288																																												461.428571428572	0.44587791063562	436.514	1509.42857142857	0.467748917748918	1408.12
cat	Catalan	Valencian	IndoEuropean>Italic>Romance>ItaloWestern>Western>GalloIberian>IberoRomance>EastIberian	Recasens, D., Espinosa, A. (2006) Dispersion and variability of Catalan vowels. Sp. Comm. 48:645-666	5	Meaningful sentence	Uniform	No	7	7S0	7	0	i		322	2145	2615		e		460	1837	2575		ɛ		601	1764	2521		a		681	1419	2484		ɔ		621	1158	2445		o		493	1059	2409		u		370	923	2482																																													506.857142857143	0.514922403501791	462.369	1472.14285714286	0.449380406827215	1400.802
cat	Catalan	Western	IndoEuropean>Italic>Romance>ItaloWestern>Western>GalloIberian>IberoRomance>EastIberian	Recasens, D., Espinosa, A. (2006) Dispersion and variability of Catalan vowels. Sp. Comm. 48:645-666	5	Meaningful sentence	Uniform	No	7	7S0	7	0	i		323	2128	2740		e		448	1854	2552		ɛ		595	1665	2440		a		676	1415	2402		ɔ		586	1142	2240		o		477	1065	2256		u		372	942	2317																																													496.714285714286	0.492108458114124	461.023	1458.71428571429	0.435678149843411	1405.726
cat	Catalan	Eastern	IndoEuropean>Italic>Romance>ItaloWestern>Western>GalloIberian>IberoRomance>EastIberian	Recasens, D., Espinosa, A. (2006) Dispersion and variability of Catalan vowels. Sp. Comm. 48:645-666	5	Meaningful sentence	Uniform	No	7	7S0	7	0	i		334	2078	2662		e		450	1839	2571		ɛ		581	1700	2434		a		730	1358	2462		ɔ		608	1125	2382		o		489	1047	2368		u		394	960	2431																																													512.285714285714	0.45021645021645	488.836	1443.85714285714	0.432788142090468	1397.138
cat	Catalan	Majorcan	IndoEuropean>Italic>Romance>ItaloWestern>Western>GalloIberian>IberoRomance>EastIberian	Recasens, D., Espinosa, A. (2006) Dispersion and variability of Catalan vowels. Sp. Comm. 48:645-666	5	Meaningful sentence	Uniform	No	8	7S1	7	1	i		328	2151	2732		e		489	1905	2656		ɛ		659	1739	2524		a		739	1464	2486		ɔ		708	1178	2525		o		547	1000	2591		u		394	899	2637		ə		563	1393	2614																																							553.375	0.548357664233577	488.701	1466.125	0.452975239616613	1388.532
chf	Chontal	Oaxaca	Mayan>CholanTzeltalan>Cholan>CholChontal	Maddieson, I. Avelino, H., O'connor, L. (2009). The phonetic structures of Oaxaca Chontal. IJAL 75:69-101.	3	Wordlist	Uniform	No	5	5S0	5	0	i		434	2388			e		536	2101			a		777	1558			o		489	948			u		414	810																																																										530	0.319559228650138	555.933	1561	0.475918884664132	1426.998
chr	Cherokee	Western	Iroquonian>Southern	Poell, N.D. (2004). A phonetic study of the vowels and tones of Western Cherokee. Unpublished MA Thesis, University of Kansas.	5	Wordlist	Long	No	6	4L2a	4	2	i		308	2262	2832		e		439	2035	2560		a		657	1151	2316		o		475	897	2310		u		339	1404	2349		ə		526	1466	2464																																																			455	0.421203438395416	444.459	1577.16666666667	0.494307170542636	1435.016
chr	Cherokee	Western	Iroquonian>Southern	Poell, N.D. (2004). A phonetic study of the vowels and tones of Western Cherokee. Unpublished MA Thesis, University of Kansas.	5	Wordlist	Short	No	6	4L2a	4	2	i		321	2273	2730		e		438	2054	2612		a		634	1229	2161		o		425	941	2343		u		371	1808	2682		ə		527	1406	2245																																																			455	0.421203438395416	444.459	1577.16666666667	0.494307170542636	1435.016
chv	Chuvash	Northern	Altaic>Turkic>Oghuric	Kotlejev, V.I. (1980). A csuvas es az orosz maganhangzok akusztikus jegyeinek egybevetese. Hungarian papers in phonetics 5:130-137.	4	Wordlist	Uniform	No	9	6L3b	6	3	i		330	1990			ɪ		380	1740			ɛ		375	1885			a		675	1265			o		425	675			u		350	625			y		345	1800			ɨ		350	1315			ə		500	1055																																		414.444444444445	0.244766505636071	464.895	1372.22222222222	0.547415547415547	1158.715
cic	Chickasaw		Muskogean>Western	Gordon, M., Munro, P., Ladefoged, P. (1997). Some phonetic structures of Chickasaw. Anthropological linguistics 42:366-400.	6	Wordlist	Long	No	3	3S0	3	0	i		389	1984	2382		a		676	1365	2546		o		430	1005	2379																																																																					490.5	0.353658536585366	501.217	1508	0.513789581205312	1387.789
cic	Chickasaw		Muskogean>Western	Gordon, M., Munro, P., Ladefoged, P. (1997). Some phonetic structures of Chickasaw. Anthropological linguistics 42:366-400.	6	Wordlist	Short	No	3	3S0	3	0	i		401	1880	2418		a		587	1500	2452		o		460	1314	2204																																																																					490.5	0.353658536585366	501.217	1508	0.513789581205312	1387.789
cmn	Mandarin	Taiwan	SinoTibetan>Sinitic>Chinese	Chang, Y.C. (1998). Taiwanese Mandarin vowels: an acoustic investigation. Tsing Hua Journal of Chinese Linguistics 28:255-274.	16	Wordlist	Uniform	No	5	3S2	3	2	i		269	2191	3198		ɑ		788	1288	2559		u		328	720	2381		y		277	2013	2401		ɤ		481	1322	2584																																																									428.6	0.307514450867052	471.929	1506.8	0.53487423521414	1295.161
cmn	Mandarin	Standard	SinoTibetan>Sinitic>Chinese	Lu, S.N. (1982). Analyse der Fromanted chinesischer Vokale. IPKoln Berichte 12:127-168.	14	Isolation	Uniform	No	5	3S2	3	2	i		246	2145			a		804	1228			u		264	580			y		251	1963			ɤ		586	1074																																																										430.2	0.33010752688172	464.178	1398	0.522683706070288	1191.915
cmn	Mandarin	Standard	SinoTibetan>Sinitic>Chinese	Svantesson, J.O. (1984). Vowels and diphthongs in Standard Chinese. Lund WPL 27:209-236.	4	Carrier sentence	Uniform	No	5	3S2	3	2	i		259	2192	3365		a		849	1334	2611		u		330	761	2575		y		292	2040	2501		ɤ		428	1244	2484																																																									431.6	0.292542372881356	489.69	1514.2	0.526345213137666	1320.521
cng	Northern Qiang	Hongyan	SinoTibetan>TibetoBurman>Qiangic>Northern	Evans, J. (2006). Vowel quality in Hongyan Qiang. Language and Linguistics 7:731-754.	1	Wordlist	Short	No	4	3S1	3	1	i		240	1930	2985		a		675	1695	2450		u		280	1235	2285		ə		470	1610	2275																																																															416.25	0.405172413793103	410.085	1617.5	0.550359712230216	1506.745
cnt	Tepetotutla Chinantec		OtoManguean>Chinantecan	Herrera Zendejas, E. (2009). Formas sonoras: mapa fonico de las lenguas mexicanas. El Colegio de Mexico, Mexico.	2	Wordlist	Uniform	No	7	5S2a	5	2	i		266	2103	2692		e		416	1881	2497		a		693	1246	2464		o		458	874	2513		u		264	722	2458		ɨ		283	1328	2423		ə		446	1425	2233																																													403.714285714286	0.325674325674326	431.739	1368.42857142857	0.46808730733423	1261.971
cog	Chong		AustroAsiatic>NuclearMonKhmer>KhmeroVietic>KhmeroBahnaric>Khmeric>Pearic	Luangthongkum, T. (1991). An instrumental study of Chong registers. In Davidson, J.H.C.S (ed.), Austroasiatic languages - essays in honour of H.L. Shorto. School of Oriental and African Studies, University of London.	2	Wordlist	Long	No	9	7S2	7	2	i		340	2275			e		468	2035			ɛ		653	1850			a		778	1360			ɔ		575	990			o		395	825			u		285	795			ɯ		335	1225			ɤ		453	1275																																		496.777777777778	0.423555555555556	480.5	1410	0.415540540540541	1373.68
cog	Chong		AustroAsiatic>NuclearMonKhmer>KhmeroVietic>KhmeroBahnaric>Khmeric>Pearic	Luangthongkum, T. (1991). An instrumental study of Chong registers. In Davidson, J.H.C.S (ed.), Austroasiatic languages - essays in honour of H.L. Shorto. School of Oriental and African Studies, University of London.	2	Wordlist	Short	No	9	7S2	7	2	i		363	2155			e		455	1950			ɛ		655	1750			a		785	1360			ɔ		648	1015			o		508	975			u		363	930			ɯ		380	1230			ɤ		503	1385																																		496.777777777778	0.423555555555556	480.5	1410	0.415540540540541	1373.68
cym	Welsh	North Eastern>Dyffryn Clwyd	IndoEuropean>Celtic>Isular>Brythonic	Mayr, R., Davies, H. (2009). The monophthongs and diphthongs of North-eastern Welsh: an acoustic study. Proc. 10th Interspeech 2315-2318; Mayr, R. (p.c.).	1	Wordlist	Long	No	6	5S1	5	1	i	i	285	2270	2974		e	e	496	2009	2705		ɑ	ɐ	700	1354	2678		o	o	484	830	2660		u	u	359	782	2570		ɨ	ɨ̟	355	2020	2874																																																			516.461538461538	0.449439880507842	486.365	1548	0.514784946236559	1363.808
cym	Welsh	North Eastern>Dyffryn Clwyd	IndoEuropean>Celtic>Isular>Brythonic	Mayr, R., Davies, H. (2009). The monophthongs and diphthongs of North-eastern Welsh: an acoustic study. Proc. 10th Interspeech 2315-2318; Mayr, R. (p.c.).	1	Wordlist	Short	No	7	5S2a	5	2	ɪ	e	495	1982	2802		ɛ	ɛ	641	1787	2757		a	a̠	800	1344	2754		ɔ	ɔ	608	1020	2787		ʊ	ʊ̞	512	1105	2630		ɨ	ɪ̠	479	1909	2606		ə	ɘ	500	1712	2636																																													516.461538461538	0.449439880507842	486.365	1548	0.514784946236559	1363.808
cym	Welsh		IndoEuropean>Celtic>Isular>Brythonic	Oftedal, M. (1969). A new approach to North Welsh vowels. Lochlann 4:243-269.	2	Isolation	Long	No	7	5S2a	5	2	i		190	2200			e		300	2025			a		800	1300			o		350	637			u		220	640			ɨ		190	1900			ʌ		400	1075																																														376.428571428571	0.305620608899297	428.51	1407.28571428571	0.492825153093867	1248.133
cym	Welsh		IndoEuropean>Celtic>Isular>Brythonic	Oftedal, M. (1969). A new approach to North Welsh vowels. Lochlann 4:243-269.	2	Isolation	Short	No	7	5S2a	5	2	i		235	2175			e		500	1925			a		760	1225			o		500	850			u		250	725			ɨ		225	1825			ʌ		350	1200																																														376.428571428571	0.305620608899297	428.51	1407.28571428571	0.492825153093867	1248.133
dan	Danish	Standard	IndoEuropean>Germanic>NorthGermanic>EastScandinavian	Frøkjær-Jensen, B. (1966). The Danish long vowels. ARIPUC 1:34-46.	10	Wordlist	Long	No	10	7S3a	7	3	i		233	2123	3009	3327	e		277	2087	2713	3388	ɛ		356	1968	2480	3370	a		512	1741	2282	3416	ɔ		413	866	2193	3172	o		348	750	2260	3116	u		254	720	2121	3247	y		240	1846	2037	3172	ø		305	1628	2013	3151	œ		380	1552	2031	3151																										331.8	0.354121863799283	342.089	1528.1	0.575980042765502	1268.573
dan	Danish	Standard	IndoEuropean>Germanic>NorthGermanic>EastScandinavian	Fischer-Jorgensen, E. (1972). Formant frequencies of long and short Danish vowels. In Studies for Einar Haugen (Firchow, E.S. et al., eds.) 189-213. The Hague: Mouton.	9	Wordlist	Long	No	10	7S3a	7	3	i		219	2169	3238		e		286	2231	2922		ɛ		373	2099	2722		æ		598	1831	2518		ɔ		376	913	2330		o		308	659	2413		u		254	781	2013		y		240	1903	2234		ø		283	1694	2131		œ		384	1563	2137																											359.85	0.273495145631068	420.365	1583.6	0.588167938931298	1273.652
dan	Danish	Standard	IndoEuropean>Germanic>NorthGermanic>EastScandinavian	Fischer-Jorgensen, E. (1972). Formant frequencies of long and short Danish vowels. In Studies for Einar Haugen (Firchow, E.S. et al., eds.) 189-213. The Hague: Mouton.	9	Wordlist	Short	No	10	7S3a	7	3	i		239	2208	3070		e		295	2200	2878		ɛ		386	2007	2607		a		734	1594	2446		ɔ		588	1126	2298		o		399	969	2207		u		273	819	2190		y		256	1756	2105		ø		303	1594	2113		œ		403	1556	2278																											359.85	0.273495145631068	420.365	1583.6	0.588167938931298	1273.652
dan	Danish	Standard	IndoEuropean>Germanic>NorthGermanic>EastScandinavian	Fischer-Jorgensen, E. (1972). Formant frequencies of long and short Danish vowels. In Studies for Einar Haugen (Firchow, E.S. et al., eds.) 189-213. The Hague: Mouton.	9	Isolation	Long	No	10	7S3a	7	3	i		225	2197	3189		e		286	2186	2865		ɛ		371	2049	2635		a		630	1710	2490		ɔ		387	865	2392		o		323	623	2375		u		257	732	2117		y		235	1919	2235		ø		289	1671	2107		œ		402	1462	2202																											340.5	0.285185185185185	383.355	1541.4	0.583481575603558	1238.434
ddo	Tsez	Asax	Tsezic>WestTsezic	Maddieson, I., Rajabov, R., Sonnenschein, A. (1996). The main features of Tsez phonetics. UCLA WPP 93:94-110	1	Wordlist	Uniform	No	5	5S0	5	0	i		320	2183	3065		e		636	1701	2741		a		766	1308	2730		o		533	1021	2397		u		348	937																																																										520.6	0.449775784753363	494.386	1430	0.395666131621188	1424.186
deg	Degema	NigerCongo>AtlanticCongo>VoltaCongo>BenueCongo>Edoid	0	Fulop, S.A., Kari, E., Ladefoged, P. (1998). An acoustic study of tongue root contrast in Degema vowels. Phonetica 55:80-98.	6	Wordlist	Uniform	Yes	10	9S1	9	1	i		384	2164			ɪ		433	2130			e		446	1989			ɛ		577	1879			a		807	1461			ɔ		608	1081			o		460	997			ʊ		484	925			u		377	912			ə		755	1431																												533.1	0.363023255813954	545.13	1496.9	0.467172523961661	1401.532
deu	German	Standard Northern	IndoEuropean>Germanic>WestGermanic>HighGerman	Sendlmeier, W.F., Seebode, J.(2006). Formantkarten des deutschen Vokalsystems. TU Berlin, http://www.kgw.tu-berlin.de/forschung/Formantkarten.	69	Wordlist	Short	No	7	5S2a	5	2	ɪ		369	1902			ɛ		489	1817			a		694	1372			ɔ		537	1074			ʊ		391	1010			ʏ		373	1543			œ		474	1477																																														434.866666666667	0.362587904360056	448.334	1505.8	0.49984962406015	1361.03
deu	German	Standard Central	IndoEuropean>Germanic>WestGermanic>HighGerman	Iivonen, A.  (1987). Regional differences in the realization of Standard German vowels. Proc. 11th ICPhS 4:161-164. Tallinn, Academy of Sciences of the Estonian SSR; Iivonen, A. (1989): Regional German Vowel Studies. Helsingin yliopiston fonetiikan laitoksen monisteita 15.	5	Wordlist	Short	No	7	5S2a	5	2	ɪ		385	1919	2596		ɛ		510	1781	2605		a		672	1380	2552		ɔ		548	1136	2461		ʊ		406	1139	2510		ʏ		380	1605	2418		œ		517	1486	2439																																													439.4	0.397413793103448	436.424	1547.2	0.478629032258065	1416.808
deu	German	Standard Swiss	IndoEuropean>Germanic>WestGermanic>HighGerman	Iivonen, A.  (1983). Die Hochdeutschen und Shweizerhochdeutschen Betonten Monophthonge. Proc. 10th ICPhS 2B:191-196. Dordrecht: Foris Publications.	2	Wordlist	Short	No	7	5S2a	5	2	ɪ		310	2445			ɛ		492	2140			a		690	1175			ɔ		510	990			ʊ		355	895			ʏ		325	1880			œ		467	1735																																														439.266666666667	0.430151515151515	422.04	1649.6	0.534789915966386	1392.935
deu	German	Vienna	IndoEuropean>Germanic>WestGermanic>HighGerman	Iivonen, A. (1987). Monophthonge des gehobenen Wienerdeutch. Folia Linguistica 21:293-336.	5	Wordlist	Short	No	7	5S2a	5	2	ɪ		263	2221	2884		ɛ		483	2030	2637		a		772	1340	2429		ɔ		514	917	2373		ʊ		325	867	2224		ʏ		318	1731	2293		œ		486	1581	2388																																													419.8	0.345353159851301	444.358	1564.46666666667	0.54066539521085	1329.043
deu	German	Standard Northern	IndoEuropean>Germanic>WestGermanic>HighGerman	Jorgensen, H.P. (1969). Die gespannten und ungespannten Vokale in der norddeutschen Hochsprache, mit einer spezifischen Untersuchung der Struktur ihrer Formantfrequenzen. Phonetica 19:217-245.	6	Wordlist	Short	No	7	5S2a	5	2	i		319	1969	2555		e		485	1855	2503		a		772	1316	2339		o		545	965	2277		u		353	903	2309		y		320	1500	2141		ø		476	1433	2183																																													418.666666666667	0.326190476190476	454.96	1483.66666666667	0.511310285958173	1295.742
deu	German	Standard Northern	IndoEuropean>Germanic>WestGermanic>HighGerman	Patzold, M., Simpson, A.P. (1997). Acoustic analysis of German vowels in the Kiel Corpus of Read Speech. AIPUK 32:215-247.	11	Meaningful sentence	Long	No	7	5S2a	5	2	i		290	1986	2493		e		372	1879	2486		a		639	1225	2477		o		380	907	2415		u		309	961	2366		y		310	1505	2205		ø		375	1458	2220																																													415.928571428572	0.360826852230864	426.459	1408.92857142857	0.465179398914339	1328.889
deu	German	Standard Northern	IndoEuropean>Germanic>WestGermanic>HighGerman	Patzold, M., Simpson, A.P. (1997). Acoustic analysis of German vowels in the Kiel Corpus of Read Speech. AIPUK 32:215-247.	11	Meaningful sentence	Short	No	7	5S2a	5	2	ɪ		343	1803	2483		ɛ		498	1639	2451		a		608	1309	2466		ɔ		506	1060	2415		ʊ		382	1058	2363		ʏ		374	1431	2284		œ		437	1504	2179																																													415.928571428572	0.360826852230864	426.459	1408.92857142857	0.465179398914339	1328.889
